Lead_ID,First_Name,Last_Name,Email,Phone_Number,City,Region,Country,Total_Visits,First_Visit_Date,Last_Visit_Date,Avg_Time_Spent_Sec,Total_Time_Spent_Sec,Pages_Viewed,Active_Time_Window,Product_Pages_Viewed,Primary_Product_Page,Primary_Product_Category,Primary_Product_Value,Cart_Value,Added_To_Cart,Purchased,Purchase_Value,Lead_Source,UTM_Campaign,Engagement_Score,Bounce_Rate,New_vs_Returning,Last_Engaged_Page,Newsletter_Subscribed,WhatsApp_OptIn,Device_Type,Browser,Last_Contact_Date,Lead_Status
L124,Yash,Chaudhary,yash.chaudhary4@gmail.com,9757546294,Cochin,Kerala,India,14,26-12-2024,25-02-2025,119,3617,1,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,4177,Yes,No,0,Email Campaign,cakes-campaign,78,33,New,https://theobroma.in/products/lemon-tart,No,Yes,Tablet,Edge,25-02-2025,Qualified
L125,Rajesh,Ray,rajesh.ray97@gmail.com,8240127626,Varanasi,Karnataka,India,2,08-12-2024,19-02-2025,301,4839,8,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,3473,Yes,No,0,Facebook,cakes-campaign,53,44,Returning,https://theobroma.in/products/dense-loaf-350g,No,No,Mobile,Chrome,19-02-2025,Qualified
L126,Deepak,Kumar,deepak.kumar6@gmail.com,8293821413,Bengaluru,Punjab,India,2,01-12-2024,24-02-2025,260,814,6,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,2152,Yes,No,0,Email Campaign,cakes-campaign,13,50,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,Yes,Yes,Tablet,Safari,24-02-2025,Lead
L127,Ravi,Tripathi,ravi.tripathi43@gmail.com,7775741649,Delhi,Madhya Pradesh,India,5,17-12-2024,20-02-2025,274,1025,1,09:00-18:00,https://theobroma.in/products/millionaire-brownie,https://theobroma.in/products/millionaire-brownie,Brownies,460,2802,Yes,No,0,Organic Search,cakes-campaign,55,37,Returning,https://theobroma.in/products/millionaire-brownie,No,Yes,Tablet,Safari,20-02-2025,Lead
L128,Rajesh,Singh,rajesh.singh90@gmail.com,7813345371,Kanpur,Gujarat,India,4,08-12-2024,22-02-2025,332,4640,12,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,4013,Yes,No,0,Social Media,cakes-campaign,10,43,New,https://theobroma.in/products/banoffee-tart,No,No,Mobile,Edge,22-02-2025,Customer
L129,Rajesh,Ray,rajesh.ray77@gmail.com,9647050701,Gurgaon,Kerala,India,2,17-12-2024,01-03-2025,352,4597,13,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,4609,Yes,Yes,750,Organic Search,cakes-campaign,76,40,New,https://theobroma.in/products/strawberry-custard-cake-1,Yes,No,Mobile,Safari,01-03-2025,Lead
L130,Anurag,Jog,anurag.jog30@gmail.com,7412039157,Coimbatore,Telangana,India,11,29-12-2024,22-02-2025,103,1476,6,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,3328,Yes,No,0,Facebook,cakes-campaign,92,42,New,https://theobroma.in/products/fresh-fruit-cream-cake,Yes,No,Mobile,Safari,22-02-2025,Qualified
L131,Anurag,Chaudhary,anurag.chaudhary80@gmail.com,7814653756,Kanpur,Haryana,India,12,10-12-2024,27-02-2025,120,3168,11,09:00-18:00,https://theobroma.in/products/millionaire-brownie,https://theobroma.in/products/millionaire-brownie,Brownies,460,3467,Yes,No,0,Organic Search,cakes-campaign,62,17,New,https://theobroma.in/products/millionaire-brownie,No,Yes,Tablet,Safari,27-02-2025,Active
L132,Pooja,Kulkarni,pooja.kulkarni34@gmail.com,8448107125,Kanpur,Tamil Nadu,India,5,26-01-2025,23-02-2025,278,2600,9,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,4267,Yes,Yes,980,Organic Search,cakes-campaign,82,26,New,https://theobroma.in/products/fresh-fruit-cream-cake,No,Yes,Mobile,Safari,23-02-2025,Active
L133,Nitin,Misra,nitin.misra98@gmail.com,9443758491,Pune,Maharashtra,India,14,08-01-2025,19-02-2025,305,874,19,09:00-18:00,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Cakes,950,3529,Yes,Yes,950,Facebook,cakes-campaign,56,44,New,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Yes,Yes,Tablet,Safari,19-02-2025,Lead
L134,Ananya,Rathod,ananya.rathod44@gmail.com,7541183106,Coimbatore,Uttar Pradesh,India,12,16-12-2024,23-02-2025,205,790,8,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,3836,Yes,No,0,Organic Search,cakes-campaign,14,36,New,https://theobroma.in/products/fresh-fruit-cream-cake,Yes,No,Desktop,Safari,23-02-2025,Lead
L135,Ananya,Vinay,ananya.vinay56@gmail.com,8612352061,Surat,Rajasthan,India,11,24-01-2025,20-02-2025,398,2726,18,09:00-18:00,https://theobroma.in/products/red-velvet-cake-1-2-kg,https://theobroma.in/products/red-velvet-cake-1-2-kg,Cakes,750,3013,Yes,No,0,Direct,cakes-campaign,29,39,Returning,https://theobroma.in/products/red-velvet-cake-1-2-kg,No,No,Tablet,Edge,20-02-2025,Customer
L136,Neha,Kulkarni,neha.kulkarni39@gmail.com,7625856206,Cochin,Haryana,India,2,24-01-2025,19-02-2025,105,2564,15,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,3498,Yes,Yes,980,Direct,cakes-campaign,78,27,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,No,Yes,Mobile,Safari,19-02-2025,Qualified
L137,Swati,Patel,swati.patel19@gmail.com,9571584259,Jaipur,Delhi,India,10,13-12-2024,19-02-2025,333,620,10,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,1745,No,No,0,Direct,cakes-campaign,10,29,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,No,No,Desktop,Chrome,19-02-2025,Qualified
L138,Ravi,Kulkarni,ravi.kulkarni70@gmail.com,7954783829,Jaipur,Karnataka,India,1,21-01-2025,01-03-2025,219,4726,5,09:00-18:00,https://theobroma.in/products/millionaire-brownie,https://theobroma.in/products/millionaire-brownie,Brownies,460,1967,No,No,0,Social Media,cakes-campaign,59,40,Returning,https://theobroma.in/products/millionaire-brownie,Yes,Yes,Tablet,Chrome,01-03-2025,Active
L139,Manoj,Misra,manoj.misra46@gmail.com,9762453999,Indore,Karnataka,India,8,10-01-2025,25-02-2025,357,2626,20,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,315,No,Yes,980,Social Media,cakes-campaign,24,41,New,https://theobroma.in/products/fresh-fruit-cream-cake,No,Yes,Desktop,Safari,25-02-2025,Lead
L140,Rohit,Dasgupta,rohit.dasgupta12@gmail.com,7252018993,Bengaluru,Gujarat,India,13,29-12-2024,28-02-2025,158,2258,6,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,2505,Yes,Yes,1200,Direct,cakes-campaign,71,30,Returning,https://theobroma.in/products/blueberry-cheesecake,No,Yes,Tablet,Edge,28-02-2025,Lead
L141,Ajay,Kumar,ajay.kumar62@gmail.com,7590261245,Varanasi,Punjab,India,12,16-01-2025,21-02-2025,235,1390,20,09:00-18:00,https://theobroma.in/products/millionaire-brownie,https://theobroma.in/products/millionaire-brownie,Brownies,460,2355,Yes,Yes,460,Direct,cakes-campaign,96,8,Returning,https://theobroma.in/products/millionaire-brownie,No,Yes,Mobile,Edge,21-02-2025,Customer
L142,Rajesh,Jog,rajesh.jog96@gmail.com,8799775521,Pune,Delhi,India,6,06-01-2025,20-02-2025,242,1148,10,09:00-18:00,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Cakes,850,4791,No,Yes,850,Email Campaign,cakes-campaign,56,2,Returning,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,No,Yes,Tablet,Edge,20-02-2025,Lead
L143,Manoj,Verma,manoj.verma31@gmail.com,7119514566,Surat,Rajasthan,India,15,21-01-2025,21-02-2025,273,1435,10,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,4394,Yes,Yes,1200,Organic Search,cakes-campaign,59,23,New,https://theobroma.in/products/blueberry-cheesecake,Yes,Yes,Desktop,Safari,21-02-2025,Qualified
L144,Amit,Ray,amit.ray56@gmail.com,7236887085,Kolkata,West Bengal,India,6,11-01-2025,20-02-2025,131,4135,18,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,1535,Yes,No,0,Social Media,cakes-campaign,38,39,Returning,https://theobroma.in/products/lemon-tart,Yes,No,Tablet,Safari,20-02-2025,Customer
L145,Akshay,Chattopadhyay,akshay.chattopadhyay63@gmail.com,7238594028,Coimbatore,Karnataka,India,12,16-12-2024,23-02-2025,177,327,5,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,137,Yes,No,0,Organic Search,cakes-campaign,99,12,New,https://theobroma.in/products/strawberry-custard-cake-1,Yes,Yes,Desktop,Safari,23-02-2025,Customer
L146,Vikram,Ray,vikram.ray72@gmail.com,7348759213,Jaipur,Tamil Nadu,India,15,15-01-2025,20-02-2025,328,2500,1,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,205,Yes,No,0,Google Ads,cakes-campaign,91,41,Returning,https://theobroma.in/products/banoffee-tart,No,No,Mobile,Safari,20-02-2025,Qualified
L147,Neha,Menon,neha.menon49@gmail.com,9681159839,Coimbatore,Delhi,India,2,15-12-2024,25-02-2025,296,334,16,09:00-18:00,https://theobroma.in/products/chocoholic-cake-1-2-kg,https://theobroma.in/products/chocoholic-cake-1-2-kg,Cakes,1050,3609,Yes,No,0,Google Ads,cakes-campaign,18,5,New,https://theobroma.in/products/chocoholic-cake-1-2-kg,No,Yes,Tablet,Safari,25-02-2025,Qualified
L148,Ajay,Misra,ajay.misra68@gmail.com,7744856232,Mumbai,Telangana,India,10,29-12-2024,26-02-2025,227,3629,4,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,2653,No,No,0,Direct,cakes-campaign,46,27,New,https://theobroma.in/products/overload-brownie,Yes,No,Mobile,Edge,26-02-2025,Qualified
L149,Divya,Reddy,divya.reddy27@gmail.com,9110301585,Surat,Tamil Nadu,India,12,08-01-2025,26-02-2025,143,223,12,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,3028,Yes,No,0,Email Campaign,cakes-campaign,99,27,Returning,https://theobroma.in/products/lemon-tart,No,No,Tablet,Chrome,26-02-2025,Customer
L150,Megha,Patel,megha.patel28@gmail.com,7789983273,Gurgaon,West Bengal,India,12,26-01-2025,28-02-2025,399,4771,18,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,354,Yes,No,0,Facebook,cakes-campaign,58,7,Returning,https://theobroma.in/products/chocoholic-mousse-pastry,No,No,Mobile,Edge,28-02-2025,Lead
L151,Nitin,Tripathi,nitin.tripathi54@gmail.com,8025910277,Mysore,Madhya Pradesh,India,15,30-12-2024,19-02-2025,141,1568,16,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,156,Yes,No,0,Email Campaign,cakes-campaign,34,1,Returning,https://theobroma.in/products/chocoholic-mousse-pastry,No,Yes,Tablet,Chrome,19-02-2025,Active
L152,Ajay,Bhardwaj,ajay.bhardwaj70@gmail.com,9545317117,Surat,Gujarat,India,8,18-01-2025,21-02-2025,125,3614,11,09:00-18:00,https://theobroma.in/products/red-velvet-cake-1-2-kg,https://theobroma.in/products/red-velvet-cake-1-2-kg,Cakes,750,4792,Yes,Yes,750,Instagram,cakes-campaign,59,33,Returning,https://theobroma.in/products/red-velvet-cake-1-2-kg,No,Yes,Desktop,Safari,21-02-2025,Active
L153,Arjun,Saxena,arjun.saxena42@gmail.com,7676622613,Kanpur,Delhi,India,9,22-01-2025,28-02-2025,166,517,4,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,4329,Yes,Yes,500,Direct,cakes-campaign,100,43,Returning,https://theobroma.in/products/overload-brownie,Yes,Yes,Tablet,Edge,28-02-2025,Active
L154,Ravi,Reddy,ravi.reddy2@gmail.com,9826023901,Mysore,Kerala,India,10,12-12-2024,24-02-2025,287,4836,19,09:00-18:00,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Cakes,850,286,No,No,0,Facebook,cakes-campaign,76,1,New,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Yes,Yes,Mobile,Chrome,24-02-2025,Customer
L155,Deepak,Nambiar,deepak.nambiar57@gmail.com,9596627101,Varanasi,Uttarakhand,India,6,21-12-2024,25-02-2025,363,390,10,09:00-18:00,https://theobroma.in/products/banoffee-tart,https://theobroma.in/products/banoffee-tart,Desserts,220,992,Yes,Yes,220,Instagram,cakes-campaign,24,18,New,https://theobroma.in/products/banoffee-tart,No,Yes,Tablet,Safari,25-02-2025,Lead
L156,Megha,Agarwal,megha.agarwal90@gmail.com,8189923477,Kolkata,Punjab,India,5,21-12-2024,25-02-2025,281,963,20,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,4417,No,No,0,Social Media,cakes-campaign,21,40,Returning,https://theobroma.in/products/blueberry-cheesecake,No,No,Tablet,Edge,25-02-2025,Lead
L157,Suresh,Ray,suresh.ray44@gmail.com,9265106999,Nagpur,Kerala,India,15,18-01-2025,20-02-2025,247,551,18,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,768,Yes,Yes,180,Google Ads,cakes-campaign,72,2,Returning,https://theobroma.in/products/dense-loaf-350g,No,No,Tablet,Chrome,20-02-2025,Lead
L158,Kavita,Chaudhary,kavita.chaudhary89@gmail.com,9714226725,Jaipur,Madhya Pradesh,India,13,24-12-2024,22-02-2025,354,1968,1,09:00-18:00,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Cakes,950,4736,No,Yes,950,Facebook,cakes-campaign,89,46,New,https://theobroma.in/products/fresh-cream-pineapple-cake-1-kg,Yes,Yes,Mobile,Edge,22-02-2025,Lead
L159,Megha,Gupta,megha.gupta92@gmail.com,7716863619,Kanpur,Punjab,India,11,26-12-2024,19-02-2025,100,2747,18,09:00-18:00,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Cakes,850,3820,Yes,Yes,850,Google Ads,cakes-campaign,47,17,New,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Yes,Yes,Desktop,Edge,19-02-2025,Customer
L160,Sanjay,Jog,sanjay.jog64@gmail.com,7929511372,Surat,Uttarakhand,India,15,25-12-2024,01-03-2025,209,4475,19,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,2791,Yes,Yes,500,Facebook,cakes-campaign,96,42,Returning,https://theobroma.in/products/overload-brownie,No,Yes,Tablet,Edge,01-03-2025,Qualified
L161,Pooja,Nambiar,pooja.nambiar33@gmail.com,9663499759,Mumbai,Delhi,India,2,28-01-2025,19-02-2025,200,2662,13,09:00-18:00,https://theobroma.in/products/choco-chip-brownie,https://theobroma.in/products/choco-chip-brownie,Brownies,450,3891,No,Yes,450,Organic Search,cakes-campaign,33,4,Returning,https://theobroma.in/products/choco-chip-brownie,No,No,Desktop,Edge,19-02-2025,Active
L162,Rohit,Chaudhary,rohit.chaudhary13@gmail.com,7478823049,Hyderabad,Gujarat,India,6,28-01-2025,24-02-2025,382,2995,15,09:00-18:00,https://theobroma.in/products/lemon-tart,https://theobroma.in/products/lemon-tart,Desserts,200,3438,Yes,Yes,200,Email Campaign,cakes-campaign,94,36,New,https://theobroma.in/products/lemon-tart,Yes,No,Mobile,Edge,24-02-2025,Lead
L163,Neha,Chattopadhyay,neha.chattopadhyay25@gmail.com,8820539220,Delhi,Tamil Nadu,India,1,12-12-2024,19-02-2025,249,1490,20,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,2921,Yes,No,0,Google Ads,cakes-campaign,92,16,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,Yes,Yes,Mobile,Safari,19-02-2025,Active
L164,Manoj,Singh,manoj.singh67@gmail.com,9465449152,Jaipur,Uttar Pradesh,India,1,03-12-2024,28-02-2025,388,2808,17,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,2647,Yes,Yes,1200,Organic Search,cakes-campaign,66,20,Returning,https://theobroma.in/products/blueberry-cheesecake,No,No,Mobile,Chrome,28-02-2025,Customer
L165,Anurag,Mehta,anurag.mehta87@gmail.com,9367357509,Bengaluru,Telangana,India,14,28-01-2025,20-02-2025,278,719,7,09:00-18:00,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Cakes,850,985,Yes,No,0,Direct,cakes-campaign,63,5,Returning,https://theobroma.in/products/dutch-truffle-cake-1-2-kg,Yes,No,Mobile,Edge,20-02-2025,Active
L166,Divya,Vinay,divya.vinay58@gmail.com,9896505937,Delhi,Punjab,India,13,09-12-2024,23-02-2025,225,4213,9,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,1486,No,Yes,180,Email Campaign,cakes-campaign,72,25,New,https://theobroma.in/products/dense-loaf-350g,Yes,No,Tablet,Safari,23-02-2025,Qualified
L167,Divya,Sharma,divya.sharma99@gmail.com,8846384935,Delhi,Punjab,India,6,08-12-2024,20-02-2025,216,1747,14,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,1964,No,Yes,280,Direct,cakes-campaign,85,48,New,https://theobroma.in/products/chocoholic-mousse-pastry,Yes,Yes,Tablet,Chrome,20-02-2025,Customer
L168,Deepak,Tiwari,deepak.tiwari31@gmail.com,7264957116,Thiruvananthapuram,Madhya Pradesh,India,2,28-01-2025,25-02-2025,311,694,14,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,3689,Yes,No,0,Google Ads,cakes-campaign,53,48,New,https://theobroma.in/products/dense-loaf-350g,Yes,Yes,Mobile,Safari,25-02-2025,Qualified
L169,Deepak,Reddy,deepak.reddy89@gmail.com,8121898079,Gurgaon,Delhi,India,8,03-01-2025,26-02-2025,132,3376,20,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,4980,Yes,Yes,180,Facebook,cakes-campaign,34,36,New,https://theobroma.in/products/dense-loaf-350g,No,Yes,Tablet,Chrome,26-02-2025,Qualified
L170,Vikram,Dasgupta,vikram.dasgupta87@gmail.com,8611781787,Kanpur,Haryana,India,14,06-12-2024,24-02-2025,207,1291,8,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,1890,Yes,Yes,180,Facebook,cakes-campaign,61,4,Returning,https://theobroma.in/products/dense-loaf-350g,No,Yes,Desktop,Chrome,24-02-2025,Active
L171,Pooja,Rathod,pooja.rathod41@gmail.com,7611123189,Nagpur,Rajasthan,India,5,06-12-2024,24-02-2025,296,2625,11,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,4704,Yes,No,0,Email Campaign,cakes-campaign,20,36,Returning,https://theobroma.in/products/strawberry-custard-cake-1,No,No,Tablet,Chrome,24-02-2025,Qualified
L172,Vikram,Agarwal,vikram.agarwal44@gmail.com,9787263222,Coimbatore,Rajasthan,India,7,25-12-2024,20-02-2025,124,3356,4,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,3855,Yes,Yes,1200,Instagram,cakes-campaign,46,29,New,https://theobroma.in/products/blueberry-cheesecake,No,Yes,Tablet,Chrome,20-02-2025,Lead
L173,Suresh,Singh,suresh.singh56@gmail.com,7827693957,Thiruvananthapuram,Madhya Pradesh,India,10,23-01-2025,24-02-2025,157,3899,8,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,4969,Yes,Yes,750,Organic Search,cakes-campaign,73,4,Returning,https://theobroma.in/products/strawberry-custard-cake-1,No,Yes,Tablet,Chrome,24-02-2025,Active
L174,Manoj,Jog,manoj.jog15@gmail.com,8512371483,Chennai,Rajasthan,India,15,19-01-2025,26-02-2025,261,4583,15,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,4488,Yes,No,0,Google Ads,cakes-campaign,100,21,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,Yes,No,Mobile,Chrome,26-02-2025,Customer
L175,Suresh,Chaudhary,suresh.chaudhary69@gmail.com,9754817287,Cochin,Tamil Nadu,India,6,06-12-2024,21-02-2025,214,1280,14,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,132,Yes,Yes,1200,Organic Search,cakes-campaign,87,42,Returning,https://theobroma.in/products/blueberry-cheesecake,No,Yes,Mobile,Edge,21-02-2025,Customer
L176,Kerala,Verma,kerala.verma11@gmail.com,8411391284,Kolkata,West Bengal,India,13,12-12-2024,27-02-2025,374,4353,18,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,974,Yes,No,0,Direct,cakes-campaign,50,35,Returning,https://theobroma.in/products/dense-loaf-350g,No,No,Desktop,Edge,27-02-2025,Customer
L177,Vaida,Singh,vaida.singh74@gmail.com,9012423132,Pune,Maharashtra,India,3,18-01-2025,01-03-2025,139,4952,19,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,360,No,Yes,750,Email Campaign,cakes-campaign,27,26,New,https://theobroma.in/products/strawberry-custard-cake-1,No,No,Tablet,Edge,01-03-2025,Qualified
L178,Vaida,Verma,vaida.verma79@gmail.com,9750069537,Chennai,Haryana,India,7,02-01-2025,19-02-2025,288,3225,8,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,1972,Yes,Yes,1200,Google Ads,cakes-campaign,34,42,Returning,https://theobroma.in/products/blueberry-cheesecake,No,Yes,Tablet,Safari,19-02-2025,Customer
L179,Ananya,Agarwal,ananya.agarwal43@gmail.com,8074650557,Noida,Haryana,India,15,18-01-2025,23-02-2025,231,3206,11,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,2475,Yes,No,0,Google Ads,cakes-campaign,94,14,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,No,No,Tablet,Chrome,23-02-2025,Qualified
L180,Neha,Tripathi,neha.tripathi63@gmail.com,8068725634,Gurgaon,Tamil Nadu,India,14,16-12-2024,21-02-2025,101,2701,15,09:00-18:00,https://theobroma.in/products/choco-chip-brownie,https://theobroma.in/products/choco-chip-brownie,Brownies,450,3036,No,No,0,Organic Search,cakes-campaign,83,18,New,https://theobroma.in/products/choco-chip-brownie,No,No,Tablet,Edge,21-02-2025,Active
L181,Kavita,Bhatt,kavita.bhatt11@gmail.com,8326184496,Rajkot,Madhya Pradesh,India,15,17-01-2025,21-02-2025,202,830,6,09:00-18:00,https://theobroma.in/products/blueberry-cheesecake,https://theobroma.in/products/blueberry-cheesecake,Cakes,1200,621,Yes,No,0,Email Campaign,cakes-campaign,75,2,Returning,https://theobroma.in/products/blueberry-cheesecake,No,Yes,Desktop,Edge,21-02-2025,Active
L182,Ravi,Jog,ravi.jog6@gmail.com,9459166091,Indore,Uttar Pradesh,India,5,30-01-2025,25-02-2025,142,3173,16,09:00-18:00,https://theobroma.in/products/chocoholic-mousse-pastry,https://theobroma.in/products/chocoholic-mousse-pastry,Pastries,280,2679,Yes,No,0,Google Ads,cakes-campaign,17,45,Returning,https://theobroma.in/products/chocoholic-mousse-pastry,No,Yes,Tablet,Safari,25-02-2025,Qualified
L183,Manisha,Bhardwaj,manisha.bhardwaj78@gmail.com,7099210811,Thiruvananthapuram,Tamil Nadu,India,13,07-12-2024,25-02-2025,258,1853,8,09:00-18:00,https://theobroma.in/products/overload-brownie,https://theobroma.in/products/overload-brownie,Brownies,500,1854,Yes,No,0,Direct,cakes-campaign,84,45,New,https://theobroma.in/products/overload-brownie,Yes,Yes,Desktop,Chrome,25-02-2025,Qualified
L184,Pooja,Malhotra,pooja.malhotra64@gmail.com,9936693059,Bengaluru,West Bengal,India,5,15-01-2025,24-02-2025,164,3424,15,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,2394,Yes,Yes,750,Facebook,cakes-campaign,71,4,New,https://theobroma.in/products/strawberry-custard-cake-1,No,Yes,Mobile,Safari,24-02-2025,Customer
L185,Ananya,Menon,ananya.menon48@gmail.com,7066692148,Varanasi,West Bengal,India,2,26-01-2025,22-02-2025,184,2566,10,09:00-18:00,https://theobroma.in/products/fresh-fruit-cream-cake,https://theobroma.in/products/fresh-fruit-cream-cake,Cakes,980,1856,No,Yes,980,Google Ads,cakes-campaign,32,43,Returning,https://theobroma.in/products/fresh-fruit-cream-cake,Yes,Yes,Tablet,Safari,22-02-2025,Lead
L186,Vaida,Kapoor,vaida.kapoor14@gmail.com,8646191578,Coimbatore,Kerala,India,4,13-01-2025,25-02-2025,270,299,7,09:00-18:00,https://theobroma.in/products/strawberry-custard-cake-1,https://theobroma.in/products/strawberry-custard-cake-1,Cakes,750,470,No,No,0,Organic Search,cakes-campaign,92,46,Returning,https://theobroma.in/products/strawberry-custard-cake-1,Yes,Yes,Mobile,Chrome,25-02-2025,Active
L187,Deepak,Sharma,deepak.sharma28@gmail.com,9354168028,Delhi,Delhi,India,13,13-01-2025,19-02-2025,309,2946,8,09:00-18:00,https://theobroma.in/products/dense-loaf-350g,https://theobroma.in/products/dense-loaf-350g,Breads,180,4072,No,No,0,Facebook,cakes-campaign,67,37,New,https://theobroma.in/products/dense-loaf-350g,Yes,No,Desktop,Edge,19-02-2025,Qualified
