lead_id,name,company,title,industry,region,website_visits,pages_per_visit,time_on_site,content_downloads,lead_source,converted,stage
L13251,Mark Reynolds,"Reid, Shaffer and Johnson",Revenue Ops Analyst,Retail,Europe,4,4.0,395,0,Google,1,Closed Won
L13252,Russell Matthews MD,"Douglas, Villarreal and Fitzgerald",Marketing Manager,Healthcare,Oceania,2,2.0,964,0,Direct Traffic,1,Negotiation
L13253,Thomas Myers,Randall and Sons,Marketing Manager,Consulting,Oceania,4,2.0,1280,0,Organic Search,0,Qualification
L13254,Tonya Rodriguez,Perry Ltd,Account Manager,Software,Oceania,5,2.5,297,0,Organic Search,0,Proposal
L13255,Brian Evans,"Diaz, Alexander and Friedman",VP of Marketing,Healthcare,South America,2,2.0,287,0,Direct Traffic,0,Qualification
L13256,Melody Brown,Day and Sons,Revenue Ops Analyst,Manufacturing,Asia,2,2.0,235,1,Google,1,Negotiation
L13257,Robert Harris,Thomas Ltd,Growth Lead,Software,Europe,6,6.0,23,0,Direct Traffic,1,Prospecting
L13258,Matthew Sloan,Hall Group,Business Development Executive,Software,North America,1,1.0,438,1,Direct Traffic,0,Proposal
L13259,Lisa White,"Johnson, Nunez and Conway",Sales Director,Retail,Europe,4,4.0,1692,0,Organic Search,1,Prospecting
L13260,Mark Larson,Clark-Merritt,VP of Marketing,Finance,Africa,2,2.0,251,1,Google,1,Negotiation
L13261,Diana Salazar,"Pierce, Ho and Sanders",Account Manager,Manufacturing,North America,0,0.0,0,0,Reference,1,Qualification
L13262,Mark Reed,Johnson-Schneider,Marketing Manager,Software,South America,0,0.0,0,0,Olark Chat,1,Prospecting
L13263,Jeremiah Ford,Owens Ltd,Account Manager,Software,Africa,4,4.0,1714,2,Google,0,Qualification
L13264,Ashley Brooks,Lowery PLC,Chief Product Officer,Consulting,South America,5,5.0,1209,0,Google,1,Prospecting
L13265,Vanessa Ellis,"Sims, Scott and Kaufman",Account Manager,Retail,Europe,1,1.0,322,0,Direct Traffic,0,Prospecting
L13266,Richard Meyers,Wright PLC,Chief Product Officer,Consulting,Asia,0,0.0,0,0,Olark Chat,0,Qualification
L13267,Ashley Murphy,"Stanley, Johnson and Mendoza",VP of Marketing,Technology,Europe,14,14.0,1627,0,Organic Search,1,Proposal
L13268,Kimberly Hayes,Hart-Ramos,VP of Marketing,Healthcare,Asia,3,3.0,116,2,Google,0,Qualification
L13269,William Woods,Garcia and Sons,Account Manager,Technology,Asia,0,0.0,0,1,Facebook,0,Closed Lost
L13270,Laura Lawrence,Craig-Collins,Business Development Executive,Technology,Africa,0,0.0,0,2,Olark Chat,0,Qualification
L13271,Dr. Elizabeth Austin,Taylor Inc,Account Manager,Software,Europe,4,4.0,221,0,Google,0,Proposal
L13272,Anita Hart,Perez PLC,Head of Sales,Retail,Europe,0,0.0,0,1,Reference,1,Proposal
L13273,Angela Castro,Davis-Woods,Revenue Ops Analyst,Manufacturing,Asia,0,0.0,0,1,Olark Chat,0,Closed Lost
L13274,Valerie Lowe,"Scott, Lloyd and Sims",Marketing Manager,Consulting,Asia,2,2.0,291,0,Google,1,Prospecting
L13275,Francisco White,Mullen-Harris,Revenue Ops Analyst,Consulting,Oceania,2,2.0,51,1,Google,0,Proposal
L13276,Jennifer Hayes,"Cruz, Sampson and Clark",Marketing Manager,Consulting,Europe,0,0.0,0,2,Reference,1,Prospecting
L13277,Annette Miller,"Orr, Walsh and Buckley",Marketing Manager,Software,North America,0,0.0,0,1,Reference,1,Closed Won
L13278,Rodney Smith,"Mays, Lee and Torres",Account Manager,Technology,Oceania,9,3.0,181,1,Google,0,Prospecting
L13279,Ian Harris,"Murray, Coleman and Petersen",Business Development Executive,Manufacturing,Europe,4,4.0,217,1,Google,0,Prospecting
L13280,Barbara Blair,Frazier-Thompson,Chief Product Officer,Manufacturing,Europe,4,4.0,2207,0,Direct Traffic,0,Closed Lost
L13281,Lori Young,Bowen-Jenkins,Sales Director,Finance,North America,3,3.0,219,0,Direct Traffic,0,Qualification
L13282,Taylor Rodriguez,"Jordan, Wilson and Cabrera",Account Manager,Consulting,Asia,2,2.0,861,1,Google,1,Prospecting
L13283,Renee Rivera,"Alvarez, Munoz and Cantu",VP of Marketing,Finance,Oceania,2,2.0,42,0,Direct Traffic,0,Prospecting
L13284,Shaun Miller,"Myers, Browning and Powers",Business Development Executive,Finance,Asia,2,2.0,41,0,Direct Traffic,1,Qualification
L13285,Courtney Scott,"Harding, Rivera and Patton",Business Development Executive,Retail,South America,3,3.0,1309,1,Direct Traffic,1,Qualification
L13286,Andrea Doyle,"Parker, Donovan and Byrd",Account Manager,Software,Oceania,2,2.0,80,0,Organic Search,0,Prospecting
L13287,April Moore,"Rogers, Thomas and Phillips",Account Manager,Manufacturing,Oceania,4,4.0,849,5,Google,1,Prospecting
L13288,Sarah Luna,Kim-Mcgrath,VP of Marketing,Manufacturing,Africa,9,9.0,1208,0,Organic Search,0,Qualification
L13289,Edward Weber,"Reed, Blevins and Stanton",Business Development Executive,Finance,Asia,2,2.0,471,0,Organic Search,0,Proposal
L13290,Eileen Gardner,"Ballard, Welch and Allen",VP of Marketing,Retail,Oceania,4,4.0,308,0,Direct Traffic,0,Prospecting
L13291,Christopher Atkinson,Harvey-Perry,VP of Marketing,Manufacturing,Asia,8,8.0,1071,0,Google,0,Qualification
L13292,Meghan Cortez,Greer Ltd,Sales Director,Healthcare,Europe,7,3.5,137,0,Google,0,Closed Lost
L13293,Samantha Griffin,Gibson Ltd,Sales Director,Finance,South America,5,2.5,1662,0,Google,0,Prospecting
L13294,Derrick Brown,Anderson PLC,Business Development Executive,Technology,Africa,28,3.5,81,1,Google,0,Prospecting
L13295,Lawrence Reynolds,Thompson-Gonzalez,Head of Sales,Retail,South America,4,4.0,204,0,Direct Traffic,0,Prospecting
L13296,Breanna Chapman,Smith-Watson,Chief Product Officer,Technology,South America,6,3.0,424,0,Google,0,Proposal
L13297,Nancy Ortiz,Donovan Group,Sales Director,Healthcare,Europe,0,0.0,0,0,Olark Chat,0,Closed Lost
L13298,Stacey Bailey,Allen-Mendoza,VP of Marketing,Healthcare,Oceania,0,0.0,0,0,Olark Chat,0,Qualification
L13299,Nicole Baker,"Stewart, Gordon and Wright",VP of Marketing,Retail,Africa,3,3.0,303,0,Google,0,Prospecting
L13300,Christopher Coffey,Levy PLC,Revenue Ops Analyst,Software,Africa,4,1.33,1195,0,Google,0,Prospecting
L13301,Randall Horn,Foster-Blackburn,Account Manager,Healthcare,Europe,16,5.33,1570,2,Reference,1,Qualification
L13302,Tricia Jefferson,Chavez-Ochoa,Chief Product Officer,Technology,South America,4,4.0,1371,0,Google,0,Prospecting
L13303,Joel Cordova,Mcintosh Ltd,Revenue Ops Analyst,Software,Asia,2,1.0,271,0,Google,0,Proposal
L13304,Ryan Li,"Mccoy, Kidd and Parker",Sales Director,Consulting,South America,4,4.0,1098,0,Organic Search,0,Qualification
L13305,Lisa Gonzales,Fernandez-Smith,VP of Marketing,Technology,Asia,3,3.0,125,0,Google,0,Qualification
L13306,Mark Wood,"Simmons, Murphy and Taylor",Account Manager,Technology,Europe,2,2.0,441,0,Google,0,Closed Lost
L13307,Matthew Martin,"James, Stevens and Coleman",Marketing Manager,Healthcare,Europe,3,3.0,1009,3,Direct Traffic,1,Negotiation
L13308,Steve Brock,"Rodriguez, Rosales and Bennett",Head of Sales,Software,Europe,0,0.0,0,0,Olark Chat,1,Prospecting
L13309,Tamara Cooper,Mann-Flores,VP of Marketing,Technology,Europe,4,4.0,921,0,Direct Traffic,1,Negotiation
L13310,Andrew Moody,"Hayes, Martinez and George",VP of Marketing,Software,Europe,6,1.2,263,1,Google,0,Qualification
L13311,Edward Miller,Romero Inc,Growth Lead,Manufacturing,South America,3,1.5,502,2,Google,0,Negotiation
L13312,David Lopez,Walker-Gonzalez,Chief Product Officer,Retail,South America,10,2.5,1669,0,Direct Traffic,1,Proposal
L13313,Laura Ward,"Peterson, Washington and Taylor",Revenue Ops Analyst,Healthcare,Oceania,2,2.0,26,1,Google,1,Proposal
L13314,Amber Thompson,Walton-Reyes,Chief Product Officer,Manufacturing,North America,7,1.75,875,0,Google,1,Prospecting
L13315,Tracey Foley,Wilcox-Riley,VP of Marketing,Retail,Asia,0,0.0,0,0,Olark Chat,0,Prospecting
L13316,Tanya Medina,Mitchell-Monroe,Marketing Manager,Technology,Europe,11,2.2,210,0,Google,0,Proposal
L13317,Tracey Bowman,Valencia Group,Account Manager,Retail,Oceania,4,1.33,1248,0,Organic Search,0,Qualification
L13318,Donna Gonzalez,"Smith, Burton and Thompson",Revenue Ops Analyst,Retail,Oceania,6,3.0,1212,1,Google,1,Closed Lost
L13319,Sonia Henderson,"Gutierrez, Perkins and Parker",Head of Sales,Consulting,Oceania,5,5.0,950,1,Google,1,Qualification
L13320,Marcus Nguyen,Williams LLC,Revenue Ops Analyst,Retail,Asia,0,0.0,0,0,Olark Chat,0,Negotiation
L13321,Monique Kemp,"Smith, Weaver and Miller",Account Manager,Healthcare,North America,1,1.0,191,0,Direct Traffic,0,Prospecting
L13322,Eric Fuller DDS,"Conner, Allen and Flores",Marketing Manager,Healthcare,Europe,5,2.5,1297,0,Google,1,Prospecting
L13323,Megan Ortiz,Gonzalez Group,Chief Product Officer,Finance,Asia,0,0.0,0,1,Olark Chat,0,Prospecting
L13324,Stephanie Perry,Barajas-Walker,Sales Director,Manufacturing,Africa,1,1.0,239,0,Direct Traffic,0,Qualification
L13325,Jessica Ferguson,Miller-Lawrence,Growth Lead,Consulting,Oceania,3,3.0,1475,1,Google,1,Qualification
L13326,Christopher Wilson,Miller-Brown,Business Development Executive,Technology,Asia,10,2.5,1442,1,Direct Traffic,0,Qualification
L13327,Elizabeth Marshall,Hopkins Group,Chief Product Officer,Retail,Europe,3,3.0,387,0,Direct Traffic,0,Proposal
L13328,Louis Harrison,"Johns, Martinez and Miller",Growth Lead,Finance,South America,6,6.0,504,0,Organic Search,1,Qualification
L13329,Alexander Griffin,Owen-Moran,Business Development Executive,Retail,Asia,0,0.0,0,0,Olark Chat,0,Prospecting
L13330,Michelle Henson,Roman-Hernandez,Account Manager,Healthcare,South America,5,2.5,458,0,Direct Traffic,0,Closed Lost
L13331,Richard Fox,Patterson LLC,Head of Sales,Healthcare,Africa,5,5.0,89,0,Organic Search,0,Closed Lost
L13332,Jennifer Ward,"Villanueva, Davis and Oconnell",Head of Sales,Manufacturing,Africa,4,2.0,1557,1,Organic Search,1,Closed Lost
L13333,Austin Knapp,Patrick-Little,VP of Marketing,Technology,Asia,6,3.0,104,0,Referral Sites,1,Prospecting
L13334,Jessica Porter,Bennett-Taylor,Revenue Ops Analyst,Healthcare,Oceania,4,4.0,235,1,Google,0,Prospecting
L13335,Jessica Porter,Luna-Jones,Business Development Executive,Manufacturing,Europe,2,2.0,32,0,Google,0,Prospecting
L13336,Jessica Wood,Greene Ltd,Growth Lead,Finance,Europe,4,4.0,20,0,Direct Traffic,0,Proposal
L13337,Melissa Arroyo,Gonzalez Group,Account Manager,Technology,South America,2,2.0,1638,1,Direct Traffic,1,Closed Lost
L13338,Lee Hampton,Washington-Wright,Marketing Manager,Finance,Europe,8,8.0,903,0,Referral Sites,1,Closed Won
L13339,Patricia Flores,"West, Johnson and Little",Revenue Ops Analyst,Consulting,Europe,2,2.0,203,1,Google,0,Qualification
L13340,Juan Orr,"Johnson, Williams and Brown",Revenue Ops Analyst,Manufacturing,Europe,2,2.0,1017,0,Google,0,Prospecting
L13341,Terry Bates,Zavala-Johnson,Head of Sales,Manufacturing,Asia,2,2.0,260,0,Direct Traffic,0,Prospecting
L13342,Kevin Rivera,Jordan LLC,Chief Product Officer,Healthcare,North America,0,0.0,0,1,Olark Chat,1,Qualification
L13343,Shannon Burke,Cruz LLC,Sales Director,Consulting,Asia,0,0.0,0,0,Olark Chat,1,Prospecting
L13344,Richard Jones,Bean-Smith,Marketing Manager,Retail,South America,0,0.0,0,0,Olark Chat,0,Qualification
L13345,Kiara Martinez,"Dunlap, Small and Watts",Chief Product Officer,Consulting,Oceania,5,2.5,946,1,Direct Traffic,0,Prospecting
L13346,Andrea Doyle,"Parker, Donovan and Byrd",Account Manager,Software,Oceania,2,2.0,80,0,Organic Search,0,Prospecting
L13347,Rachel Jackson,Roy LLC,Head of Sales,Software,North America,0,0.0,0,1,Olark Chat,0,Prospecting
L13348,Jodi Boone,Robinson-Spears,Account Manager,Consulting,Europe,4,4.0,59,0,Google,0,Proposal
L13349,Kenneth Evans,Russell-Williams,Account Manager,Retail,Africa,3,3.0,1109,0,Organic Search,0,Qualification
L13350,Ellen Peterson,Walker and Sons,Business Development Executive,Manufacturing,Asia,4,4.0,327,2,Direct Traffic,0,Prospecting
L13351,Patrick Gilmore,Bryan-Kennedy,Chief Product Officer,Healthcare,Asia,2,1.0,1567,0,Google,1,Proposal
L13352,Kimberly Huffman,Nguyen-Martin,Head of Sales,Manufacturing,South America,0,0.0,0,0,Welingak Website,1,Closed Lost
L13353,Jonathan Medina,Fisher-Aguilar,Business Development Executive,Finance,Europe,7,3.5,543,2,Direct Traffic,1,Negotiation
L13354,Christian Reynolds,"Sheppard, West and Flores",Sales Director,Retail,Asia,3,3.0,941,1,Direct Traffic,1,Prospecting
L13355,Rebecca Li,Harrison-Flynn,Sales Director,Retail,Oceania,0,0.0,0,0,Olark Chat,0,Closed Lost
L13356,Regina Ballard,"Gonzalez, Smith and Chang",Revenue Ops Analyst,Manufacturing,Europe,0,0.0,0,0,Olark Chat,0,Prospecting
L13357,Christopher Wagner,Herman-Harris,Sales Director,Technology,South America,4,2.0,586,1,Google,1,Prospecting
L13358,Hannah Martin,Griffin PLC,Chief Product Officer,Consulting,Asia,18,4.5,84,1,Direct Traffic,0,Prospecting
L13359,Beverly Miller,York Inc,Growth Lead,Consulting,North America,0,0.0,0,1,Olark Chat,0,Prospecting
L13360,Julie Lindsey PhD,Burns-Smith,VP of Marketing,Healthcare,North America,4,4.0,635,0,Organic Search,0,Negotiation
L13361,Michael Bryant,"Medina, Hale and Anthony",Chief Product Officer,Finance,North America,4,4.0,1589,1,Google,0,Prospecting
L13362,Shawn Villanueva,Hanson LLC,Business Development Executive,Manufacturing,Africa,4,4.0,1646,0,Google,0,Prospecting
L13363,Julia Fry,Rodriguez-Smith,Revenue Ops Analyst,Manufacturing,Europe,2,2.0,494,0,Referral Sites,0,Qualification
L13364,Kelly Burgess,Taylor-Wallace,Account Manager,Consulting,Oceania,4,4.0,152,0,Google,0,Qualification
L13365,Nicole Allen,Colon Inc,VP of Marketing,Healthcare,Africa,0,0.0,0,2,Olark Chat,0,Prospecting
L13366,James Nguyen,Faulkner Group,Business Development Executive,Technology,Oceania,4,1.33,222,1,Google,0,Qualification
L13367,Carrie King,Allen and Sons,Sales Director,Retail,Asia,6,1.5,1552,1,Google,1,Qualification
L13368,Stephen Marshall,"Savage, Anderson and Robinson",Account Manager,Retail,North America,3,3.0,1641,2,Referral Sites,0,Closed Won
L13369,Tanya Lam,Hull-Robinson,Revenue Ops Analyst,Retail,Oceania,3,3.0,321,0,Direct Traffic,0,Qualification
L13370,Maxwell Walters,Stevens-Smith,Growth Lead,Healthcare,South America,5,5.0,893,1,Organic Search,1,Negotiation
L13371,David Walters,"Carrillo, Thompson and Williams",Marketing Manager,Consulting,Europe,6,3.0,1252,0,Google,1,Prospecting
L13372,Michael Garza,"Haas, Holland and Cooper",Account Manager,Finance,Africa,5,2.5,393,0,Olark Chat,0,Prospecting
L13373,Matthew Davenport,Rodriguez LLC,Sales Director,Manufacturing,Africa,3,3.0,255,1,Google,0,Prospecting
L13374,Alicia Morris,Guzman-Brooks,Head of Sales,Manufacturing,Asia,5,2.5,725,0,Google,1,Qualification
L13375,Sarah Luna,Kim-Mcgrath,VP of Marketing,Software,Africa,9,9.0,1208,0,Organic Search,0,Proposal
L13376,Jose Simmons,Caldwell-Cook,Head of Sales,Software,Africa,3,1.0,1562,1,Google,0,Closed Lost
L13377,Ricardo Torres,"Jones, Perez and Bailey",Revenue Ops Analyst,Manufacturing,Europe,2,1.0,969,0,Google,1,Closed Won
L13378,Sara Rush,Bartlett-Valentine,Marketing Manager,Finance,Europe,2,2.0,1119,1,Direct Traffic,1,Prospecting
L13379,Gary Caldwell MD,"Harrison, Morris and Williamson",Sales Director,Consulting,North America,7,7.0,49,0,Google,0,Prospecting
L13380,Anthony Rojas,"Smith, Lee and Garrison",Chief Product Officer,Consulting,Asia,6,2.0,273,0,Direct Traffic,1,Qualification
L13381,Ashley Kim,Luna-Bowman,Growth Lead,Retail,Europe,0,0.0,0,0,Olark Chat,0,Prospecting
L13382,Derrick Lee,"Howe, Boyd and Bell",Chief Product Officer,Healthcare,Europe,8,2.67,501,0,Google,0,Qualification
L13383,Joshua Luna,"Howell, Kemp and Henderson",Marketing Manager,Manufacturing,Asia,2,2.0,915,0,Google,1,Qualification
L13384,Darryl Hernandez,"Miller, Lee and Dixon",Revenue Ops Analyst,Software,North America,8,2.67,518,1,Google,0,Closed Won
L13385,Jacob Hines,Castro Ltd,Business Development Executive,Software,Oceania,0,0.0,0,0,Olark Chat,0,Proposal
L13386,David Bird,Moreno-West,Growth Lead,Finance,Oceania,2,2.0,18,2,Organic Search,0,Qualification
L13387,Matthew Murray,Thomas LLC,Account Manager,Software,North America,3,3.0,1298,0,Google,1,Closed Won
L13388,Amanda Mccullough,Hawkins Ltd,Marketing Manager,Healthcare,Oceania,5,1.67,282,0,Google,0,Qualification
L13389,Christopher Mason,Pierce-Miller,VP of Marketing,Retail,South America,7,2.33,448,0,Organic Search,0,Negotiation
L13390,Mark Leblanc,Casey-Dawson,Marketing Manager,Consulting,Europe,4,2.0,947,0,Referral Sites,1,Qualification
L13391,Katherine Simmons,Jenkins Group,Marketing Manager,Retail,Europe,12,3.0,382,1,Direct Traffic,0,Closed Won
L13392,Danielle Shaw,Hammond Ltd,Growth Lead,Finance,South America,5,2.5,38,0,Direct Traffic,0,Prospecting
L13393,Jennifer Underwood,Bell LLC,Chief Product Officer,Manufacturing,Europe,5,5.0,551,0,Google,0,Qualification
L13394,Brenda Guzman DDS,Coleman-Parker,Sales Director,Retail,Europe,2,2.0,504,0,Direct Traffic,0,Closed Won
L13395,Joshua Coleman Jr.,Torres Group,Growth Lead,Finance,Europe,0,0.0,0,0,Olark Chat,0,Proposal
L13396,William Lopez,Allen-Tran,VP of Marketing,Consulting,North America,2,1.0,126,1,Google,0,Negotiation
L13397,Jennifer Hess,"Mcbride, Yoder and Martinez",Growth Lead,Retail,Europe,2,2.0,1419,0,Direct Traffic,0,Proposal
L13398,William Roman,Garcia PLC,Business Development Executive,Healthcare,Europe,4,4.0,1696,0,Google,1,Closed Lost
L13399,Theresa Ware,Perez-Collins,Marketing Manager,Healthcare,Asia,3,1.5,1158,1,Direct Traffic,1,Negotiation
L13400,Joseph Kaufman,Rodriguez and Sons,Growth Lead,Retail,Africa,7,2.33,1720,1,Direct Traffic,0,Proposal
L13401,James Tyler,"Rivera, Perez and Hughes",Marketing Manager,Technology,South America,3,3.0,899,1,Google,1,Closed Won
L13402,Sara Payne,Taylor LLC,VP of Marketing,Software,Asia,2,1.0,631,0,Organic Search,1,Proposal
L13403,Anthony Farmer,Noble-Hammond,Business Development Executive,Healthcare,Europe,2,2.0,70,1,Google,1,Closed Won
L13404,Kelly Beck,Ward-Flores,Head of Sales,Finance,Asia,4,1.33,90,2,Google,0,Closed Lost
L13405,Mark Armstrong,"Gonzalez, Benson and Reynolds",Growth Lead,Manufacturing,Africa,5,2.5,183,1,Google,1,Proposal
L13406,Gerald Velazquez,"Greene, Thompson and Davis",Business Development Executive,Healthcare,Asia,2,2.0,451,0,Google,0,Prospecting
L13407,Jose Carter,"Ward, Long and Buchanan",Marketing Manager,Finance,Asia,2,2.0,96,0,Direct Traffic,0,Prospecting
L13408,Catherine Phillips,Abbott Ltd,Account Manager,Finance,Europe,2,2.0,393,0,Google,0,Closed Won
L13409,Michelle Barber,Clarke LLC,Business Development Executive,Manufacturing,Europe,6,3.0,1173,0,Direct Traffic,0,Prospecting
L13410,Julie Gillespie,Perry Group,Growth Lead,Software,South America,0,0.0,0,1,Facebook,0,Closed Lost
L13411,William Watson,Smith Inc,Revenue Ops Analyst,Retail,Europe,2,2.0,818,1,Direct Traffic,0,Prospecting
L13412,Timothy Harris,"Wright, Williams and Mclean",Business Development Executive,Manufacturing,Europe,0,0.0,0,0,Reference,1,Qualification
L13413,Melissa Knight,Fisher Ltd,Chief Product Officer,Healthcare,Africa,0,0.0,0,1,Olark Chat,1,Prospecting
L13414,Nancy Hale,"Cuevas, Moore and Estrada",Marketing Manager,Consulting,South America,1,1.0,555,1,Direct Traffic,0,Negotiation
L13415,Michael Sanchez,"Chambers, Vasquez and White",Sales Director,Software,Africa,3,3.0,1625,0,Organic Search,1,Prospecting
L13416,Paige Jones,Mcbride and Sons,Revenue Ops Analyst,Software,Europe,0,0.0,0,1,Olark Chat,0,Proposal
L13417,Mark Higgins,"Lawrence, Rogers and Ward",Chief Product Officer,Finance,Asia,2,2.0,31,1,Olark Chat,0,Qualification
L13418,Christopher Herman,"Williams, Shepard and Mcdonald",Marketing Manager,Manufacturing,Europe,4,4.0,257,0,Google,0,Closed Won
L13419,Ann Knapp,Hart LLC,Head of Sales,Consulting,Africa,1,1.0,384,1,Direct Traffic,0,Qualification
L13420,Diana Erickson,"Meyer, Hogan and Chapman",Chief Product Officer,Finance,Oceania,4,4.0,154,0,Direct Traffic,0,Prospecting
L13421,Chelsea Simpson,Larson-Christensen,Marketing Manager,Retail,Europe,0,0.0,0,0,Olark Chat,1,Qualification
L13422,Cynthia Elliott,Daugherty PLC,Account Manager,Technology,Asia,2,2.0,1284,0,Google,0,Negotiation
L13423,Joe Blevins,Stephens Inc,Account Manager,Technology,Europe,3,1.5,100,0,Google,0,Proposal
L13424,Michelle Barber,Clarke LLC,Business Development Executive,Consulting,Europe,6,3.0,1173,0,Direct Traffic,0,Qualification
L13425,Katherine Collins,"Estes, Kelley and Baldwin",VP of Marketing,Finance,Africa,5,5.0,901,1,Direct Traffic,0,Qualification
L13426,Elaine Munoz,Baker Group,Business Development Executive,Software,North America,4,4.0,162,0,Direct Traffic,0,Proposal
L13427,Tracey Hunter,Ellis Inc,Revenue Ops Analyst,Retail,Europe,2,2.0,1634,1,Direct Traffic,1,Qualification
L13428,Sean Smith,Hansen PLC,Sales Director,Consulting,Europe,4,4.0,1378,1,Organic Search,1,Prospecting
L13429,Brian Smith,"Schmidt, Marsh and Cooke",Revenue Ops Analyst,Technology,Europe,4,4.0,692,0,Google,0,Proposal
L13430,Kevin Foster,Chavez and Sons,Sales Director,Manufacturing,North America,4,2.0,4,0,Direct Traffic,0,Proposal
L13431,Christina Clark,Brown-Anderson,Marketing Manager,Manufacturing,Europe,8,8.0,1568,2,Direct Traffic,1,Prospecting
L13432,Daniel Torres,"Conner, Jenkins and Walters",Revenue Ops Analyst,Retail,Africa,3,3.0,428,1,Google,0,Negotiation
L13433,Donna Calderon,"Powers, Garner and Wilson",Growth Lead,Finance,Europe,7,3.5,842,0,Google,1,Prospecting
L13434,Melissa Simmons,Wong Group,Marketing Manager,Consulting,South America,0,0.0,0,1,Reference,1,Prospecting
L13435,Mitchell Saunders,"Perry, Cortez and Perkins",Head of Sales,Software,Asia,2,2.0,41,1,Google,0,Prospecting
L13436,Morgan Orr,Sampson-Larson,Chief Product Officer,Finance,Asia,3,3.0,1494,0,Direct Traffic,1,Prospecting
L13437,Jackson Clark,Buchanan Ltd,Growth Lead,Finance,Europe,0,0.0,0,0,Reference,1,Qualification
L13438,Victoria Martinez,Jensen-Sloan,Revenue Ops Analyst,Technology,Asia,2,2.0,56,0,Google,0,Negotiation
L13439,Melissa Hernandez,Burns LLC,Marketing Manager,Healthcare,Oceania,0,0.0,0,1,Olark Chat,1,Qualification
L13440,Michael Jensen,"Ramirez, Coleman and Martin",Growth Lead,Healthcare,Oceania,5,5.0,155,1,Direct Traffic,0,Negotiation
L13441,Courtney Jackson,Morton and Sons,Account Manager,Healthcare,Africa,0,0.0,0,0,Olark Chat,1,Prospecting
L13442,Wayne Hansen,"Guerrero, White and Steele",VP of Marketing,Retail,South America,1,1.0,257,0,Google,0,Prospecting
L13443,James Haney,"Williamson, Roberts and Smith",VP of Marketing,Technology,Europe,3,1.5,227,0,Direct Traffic,0,Prospecting
L13444,Christopher Harper,Walters Group,Account Manager,Software,Africa,6,6.0,208,1,Organic Search,0,Proposal
L13445,Michael Garcia,"Medina, Maldonado and Cooper",Chief Product Officer,Healthcare,Europe,0,0.0,0,0,Olark Chat,0,Prospecting
L13446,William Stevens,Smith-Smith,Marketing Manager,Consulting,North America,5,2.5,362,0,Direct Traffic,0,Prospecting
L13447,James Ford,Macdonald Ltd,Revenue Ops Analyst,Technology,North America,3,1.5,370,1,Google,1,Closed Won
L13448,Wendy Elliott,"Carter, Davis and Fields",Account Manager,Retail,Europe,8,2.67,547,0,Direct Traffic,0,Proposal
L13449,Joseph Jones,"Cox, Bell and Rogers",Sales Director,Finance,North America,0,0.0,0,0,Reference,1,Qualification
L13450,Michael Hanna,Reed-Williams,Head of Sales,Consulting,Oceania,10,2.0,1290,0,Olark Chat,1,Closed Won
L13451,Gabrielle Herrera,Suarez LLC,Growth Lead,Healthcare,Asia,4,2.0,1859,1,Google,1,Closed Lost
L13452,Michael Gentry,Kramer Ltd,Business Development Executive,Finance,Europe,5,5.0,170,1,Organic Search,0,Prospecting
L13453,Charles Wilkerson,Hernandez-Garrett,Marketing Manager,Healthcare,North America,4,4.0,1261,2,Google,1,Prospecting
L13454,Brittany Chase,"Kerr, Brooks and Campbell",Revenue Ops Analyst,Manufacturing,Africa,0,0.0,0,1,Olark Chat,1,Closed Lost
L13455,Audrey Smith,Richard-York,Chief Product Officer,Healthcare,Oceania,8,2.0,411,0,Direct Traffic,1,Qualification
L13456,Christopher Valdez,Roberts-James,Growth Lead,Consulting,Europe,0,0.0,0,1,Olark Chat,0,Prospecting
L13457,Michael Garcia,Juarez-Wade,Chief Product Officer,Consulting,Europe,0,0.0,0,0,Reference,1,Proposal
L13458,Harry Wilson,Fletcher-Davidson,Head of Sales,Software,Europe,5,5.0,1303,0,Google,1,Qualification
L13459,Thomas Smith,"Kelley, Nelson and Mason",Growth Lead,Retail,Europe,0,0.0,0,0,Reference,1,Proposal
L13460,Laurie Erickson,"Williams, Bruce and Long",Revenue Ops Analyst,Finance,Europe,3,3.0,1412,0,Google,0,Prospecting
L13461,Austin Rich,"Graham, Shaw and Williams",Account Manager,Software,Europe,4,2.0,1402,0,Direct Traffic,1,Prospecting
L13462,Anthony Rojas,"Smith, Lee and Garrison",Chief Product Officer,Finance,Asia,6,2.0,273,0,Direct Traffic,1,Closed Won
L13463,Mckenzie Martinez,Sullivan-Gray,Account Manager,Consulting,Africa,13,13.0,194,1,Direct Traffic,0,Qualification
L13464,Amy Jackson,Lynch Ltd,Account Manager,Healthcare,Asia,6,6.0,419,0,Organic Search,0,Prospecting
L13465,Mark Gonzalez,Peters Ltd,Growth Lead,Retail,South America,5,5.0,9,0,Google,0,Negotiation
L13466,Michelle Mitchell,"Richardson, Wilson and Riley",VP of Marketing,Technology,Europe,0,0.0,0,1,Olark Chat,1,Prospecting
L13467,Craig Ward,"Roberson, Wilcox and Williams",Sales Director,Technology,Asia,6,6.0,1366,1,Google,1,Qualification
L13468,Madison Ochoa,"Moore, Rowe and Burch",Account Manager,Consulting,Asia,3,3.0,1708,1,Google,0,Qualification
L13469,Susan Allen,Guzman-Smith,Revenue Ops Analyst,Software,Oceania,1,1.0,471,0,Direct Traffic,0,Negotiation
L13470,Lisa Aguilar,Hill Ltd,Sales Director,Technology,Africa,22,1.38,601,1,Direct Traffic,0,Closed Won
